Feature,Mean_Importance,Importance,SHAP_Importance,Composite_Score
fr_allylic_oxid,1.0043757045270085,0.0016666666666666607,0.0006822982340852368,0.3355748898092535
NumSaturatedRings,1.0030496493727197,-0.0016666666666666607,0.0,0.3337943275686843
fr_Ar_NH,1.0043358888038216,-0.0033333333333333214,0.00025973054123718155,0.3337540953372418
PEOE_VSA4,1.0017156226141704,-0.007499999999999974,0.0,0.3314052075380568
NumSaturatedCarbocycles,0.6776859251595851,0.0033333333333333214,0.002747338375544139,0.22792219895615418
PEOE_VSA13,0.6689106847093886,0.008333333333333304,0.00019118830916245962,0.22581173545062813
PEOE_VSA11,0.6703136084726694,0.005833333333333313,0.0,0.22538231393533426
NHOHCount,0.6714517282186031,0.0008333333333333193,0.00031798366502212795,0.22420101507231951
PEOE_VSA12,0.6694396113273084,-0.0008333333333333304,0.0,0.22286875933132502
SMR_VSA4,0.6711464410246216,-0.0033333333333333214,4.936205670170055e-05,0.22262082324933
fr_halogen,0.6678091284018786,0.0,0.0,0.22260304280062618
SlogP_VSA12,0.3469826266008271,0.007499999999999974,0.0003480825095923175,0.11827690303680648
RingCount,0.35375553543428606,-0.004166666666666685,0.0012358467570806363,0.11694157184156667
PEOE_VSA5,0.34646350703883105,0.0,0.0,0.11548783567961035
NumAliphaticCarbocycles,0.3358127844464196,0.0008333333333333304,0.0,0.11221537259325098
NOCount,0.33666637784712794,-0.0008333333333333304,0.0,0.11194434817126486
NumAromaticRings,0.3390553769976399,-0.0058333333333333345,0.00021472956982926015,0.11114559107804527
fr_Ar_OH,0.33403835836057416,-0.0016666666666666607,0.0,0.11079056389796917
SlogP_VSA8,0.33614523068205854,-0.004166666666666663,7.186119390811791e-05,0.11068347506976667
fr_Al_OH,0.3360544817698976,-0.005833333333333313,0.0,0.11007371614552143
fr_methoxy,0.03478577598211592,0.007499999999999984,0.0003776030419973368,0.01422112634137108
fr_pyridine,0.02363573086532565,0.0,0.0,0.00787857695510855
PEOE_VSA14,0.008005007558861696,0.007499999999999974,0.0,0.00516833585295389
fr_ether,0.0019304253029841054,0.013333333333333353,0.0,0.005087919545439153
SlogP_VSA11,0.002031871972761245,0.0008333333333333304,0.0,0.0009550684353648585
fr_Al_COO,0.0007735694085798873,0.0008333333333333304,0.0,0.0005356342473044059
NumAromaticCarbocycles,0.0012663757905274717,0.0,0.0,0.00042212526350915723
fr_COO,0.0011548391354019025,0.0,0.0,0.00038494637846730084
fr_ketone_Topliss,0.0007670642174794094,0.0,0.0,0.00025568807249313645
fr_aryl_methyl,0.00065855483780253,0.0,0.0,0.00021951827926751
fr_ketone,0.0006537324642524968,0.0,0.0,0.0002179108214174989
NumSaturatedHeterocycles,0.0013058747803954803,-0.0008333333333333304,0.0,0.0001575138156873833
NumAromaticHeterocycles,0.0012076391795402118,-0.0008333333333333304,0.0,0.00012476861540229383
fr_imidazole,0.00033807281311055244,0.0,0.0,0.00011269093770351747
fr_Ndealkylation1,0.0006627540694912004,-0.004166666666666652,0.0,-0.0011679708657251506
